LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ISL,QGDP,TOT,PC_CHGPP,Q,2020-Q4,2.874924009,
ISL,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-2.38689818,
ISL,QGDP,TOT,PC_CHGPP,Q,2021-Q2,3.418195593,
ISL,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.642689582,
ISL,QGDP,TOT,PC_CHGPP,Q,2021-Q4,3.511719095,
ISL,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-1.472015764,
ISL,QGDP,TOT,PC_CHGPP,Q,2022-Q2,3.220668575,
ISL,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.235724205,
ISL,QGDP,TOT,PC_CHGPP,Q,2022-Q4,2.184471979,
GBR,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.257173624,
GBR,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.630363596,
GBR,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.109963441,
GBR,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.610854174,
GBR,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.025112203,
GBR,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-2.640828448,
GBR,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-20.991372606,
GBR,QGDP,TOT,PC_CHGPP,Q,2020-Q3,16.608614293,
GBR,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.213880983,
GBR,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-1.052939341,
GBR,QGDP,TOT,PC_CHGPP,Q,2021-Q2,6.52844295,
GBR,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.733513287,
GBR,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.525013404,
GBR,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.45780531,
GBR,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.103523569,
GBR,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.163996716,
GBR,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.013643961,
EST,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.107363616,
EST,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.52625045,
EST,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.166899258,
EST,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.294782865,
EST,QGDP,TOT,PC_CHGPP,Q,2019-Q4,1.155286906,
EST,QGDP,TOT,PC_CHGPP,Q,2020-Q1,0.716076379,
EST,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.730633713,
EST,QGDP,TOT,PC_CHGPP,Q,2020-Q3,4.671274198,
EST,QGDP,TOT,PC_CHGPP,Q,2020-Q4,2.707695042,
EST,QGDP,TOT,PC_CHGPP,Q,2021-Q1,2.859526236,
EST,QGDP,TOT,PC_CHGPP,Q,2021-Q2,2.657105027,
EST,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.593041205,
EST,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.415665546,
EST,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.402566317,
EST,QGDP,TOT,PC_CHGPP,Q,2022-Q2,-1.154160213,
EST,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-1.297025594,
EST,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-1.636818252,
DNK,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.499343436,
DNK,QGDP,TOT,PC_CHGPP,Q,2019-Q1,-0.218153226,
DNK,QGDP,TOT,PC_CHGPP,Q,2019-Q2,1.005162313,
DNK,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.45731937,
DNK,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.304154136,
DNK,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.426986992,
DNK,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.116889166,
DNK,QGDP,TOT,PC_CHGPP,Q,2020-Q3,5.705443025,
DNK,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.367204563,
DNK,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.6876156,
DNK,QGDP,TOT,PC_CHGPP,Q,2021-Q2,2.038325768,
DNK,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.689358592,
DNK,QGDP,TOT,PC_CHGPP,Q,2021-Q4,3.0059592,
DNK,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.702243542,
DNK,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.348290202,
DNK,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.005322544,
DNK,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.854552583,
ESP,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.659258956,
ESP,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.608861527,
ESP,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.346200217,
ESP,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.295000101,
ESP,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.217169436,
ESP,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-5.48725517,P
ESP,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-17.826255917,P
ESP,QGDP,TOT,PC_CHGPP,Q,2020-Q3,16.637933629,P
ESP,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-0.058975087,P
ESP,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.228663315,P
ESP,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.352205559,P
ESP,QGDP,TOT,PC_CHGPP,Q,2021-Q3,3.108188446,P
ESP,QGDP,TOT,PC_CHGPP,Q,2021-Q4,2.26529089,P
ESP,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.011760433,P
ESP,QGDP,TOT,PC_CHGPP,Q,2022-Q2,2.243047556,P
ESP,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.214511681,P
ESP,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.224518804,P
JPN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,-0.134652576,
JPN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.213160491,
JPN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.322505932,
JPN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.231621786,
JPN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-2.74340371,
JPN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,0.418271128,
JPN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-7.943970553,
JPN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,5.628609989,
JPN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.881870431,
JPN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.165087422,
JPN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,0.347472292,
JPN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,-0.358150705,
JPN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.110855207,
JPN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.465339449,
JPN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.150092019,
JPN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.267809916,
JPN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.02334399,
OECD,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.221854146,
OECD,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.551619474,
OECD,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.558858068,
OECD,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.522403399,
OECD,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.038671811,
OECD,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.630777897,
OECD,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-10.323705116,
OECD,QGDP,TOT,PC_CHGPP,Q,2020-Q3,9.442485755,
OECD,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.048166937,
OECD,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.857296978,
OECD,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.71007989,
OECD,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.180031541,
OECD,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.403655826,
OECD,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.217320416,
OECD,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.472440397,
OECD,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.4496974,
OECD,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.2,
NOR,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.033674237,
NOR,QGDP,TOT,PC_CHGPP,Q,2019-Q1,-0.443113704,
NOR,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.859924439,
NOR,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.568205142,
NOR,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.828953858,
NOR,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.255304937,
NOR,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-5.467467939,
NOR,QGDP,TOT,PC_CHGPP,Q,2020-Q3,4.326985049,
NOR,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.429312099,
NOR,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.611004919,
NOR,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.304549026,
NOR,QGDP,TOT,PC_CHGPP,Q,2021-Q3,3.311582511,
NOR,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.650870801,
NOR,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.803461332,
NOR,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.128410086,
NOR,QGDP,TOT,PC_CHGPP,Q,2022-Q3,1.294237392,
NOR,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.19486544,
HUN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.029021115,
HUN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.923619092,
HUN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.329867653,
HUN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,1.405763416,
HUN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.582598599,
HUN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.628566634,
HUN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-14.363494977,
HUN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,11.869261972,
HUN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.595091332,
HUN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.048661394,
HUN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,2.283218903,
HUN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.536038724,
HUN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,2.425776499,
HUN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.411451506,
HUN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.625881975,
HUN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.742659473,
HUN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.439752745,
CAN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.340869542,
CAN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.07075927,
CAN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.988110124,
CAN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.374026535,
CAN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.326868383,
CAN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-2.128337649,
CAN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-10.928273391,
CAN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,9.017921364,
CAN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,2.130500855,
CAN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.308902555,
CAN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,-0.588596311,
CAN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.430867107,
CAN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.671567869,
CAN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.592250083,
CAN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.881775267,
CAN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.576116387,
CAN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.009973958,
ARG,QGDP,TOT,PC_CHGPP,Q,2018-Q4,-1.417682449,
ARG,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.078556317,
ARG,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.783684064,
ARG,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.163029134,
ARG,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-1.531483889,
ARG,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-4.266027871,
ARG,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-14.975655896,
ARG,QGDP,TOT,PC_CHGPP,Q,2020-Q3,11.893161342,
ARG,QGDP,TOT,PC_CHGPP,Q,2020-Q4,4.53939723,
ARG,QGDP,TOT,PC_CHGPP,Q,2021-Q1,3.452561206,
ARG,QGDP,TOT,PC_CHGPP,Q,2021-Q2,-0.787434564,
ARG,QGDP,TOT,PC_CHGPP,Q,2021-Q3,3.862045315,
ARG,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.961825186,
ARG,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.039519439,
ARG,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.006364289,
ARG,QGDP,TOT,PC_CHGPP,Q,2022-Q3,1.700061575,
SVN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.197778768,
SVN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.600341684,
SVN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,-0.348842189,
SVN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,1.637562552,
SVN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,1.195492999,
SVN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-4.750814696,
SVN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-9.736607524,
SVN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,12.975616642,
SVN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-1.262466085,
SVN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.722026132,
SVN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.985756447,
SVN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.885785586,
SVN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,3.385208508,
SVN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.037738005,
SVN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.798025906,
SVN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-1.277360218,
SVN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.786094636,
FIN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.019417133,
FIN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.698881084,
FIN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.851764871,
FIN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.012164604,
FIN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.182446873,
FIN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.235003307,
FIN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.265812846,
FIN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,4.895755771,
FIN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.814551908,
FIN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.112658206,
FIN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.43801216,
FIN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.912075885,
FIN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.936542368,
FIN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.211495821,
FIN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.629744358,
FIN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.142074285,
FIN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.577574526,
BRA,QGDP,TOT,PC_CHGPP,Q,2018-Q4,-0.350332594,
BRA,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.318199037,
BRA,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.659094931,
BRA,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.075755991,
BRA,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.648996545,
BRA,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-2.209520295,
BRA,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-8.712336509,
BRA,QGDP,TOT,PC_CHGPP,Q,2020-Q3,7.951020086,
BRA,QGDP,TOT,PC_CHGPP,Q,2020-Q4,3.370351143,
BRA,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.049073357,
BRA,QGDP,TOT,PC_CHGPP,Q,2021-Q2,-0.303263951,
BRA,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.310800531,
BRA,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.061030288,
BRA,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.333179069,
BRA,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.902059,
BRA,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.278145468,
BRA,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.22101115,
NLD,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.412290043,
NLD,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.700361236,
NLD,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.418754818,
NLD,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.392845441,
NLD,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.393918051,
NLD,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.479569596,P
NLD,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-7.898193754,P
NLD,QGDP,TOT,PC_CHGPP,Q,2020-Q3,6.348572441,P
NLD,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-0.060463078,P
NLD,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.019217218,P
NLD,QGDP,TOT,PC_CHGPP,Q,2021-Q2,3.745701057,P
NLD,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.811962365,P
NLD,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.500202925,P
NLD,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.354049279,P
NLD,QGDP,TOT,PC_CHGPP,Q,2022-Q2,2.45237301,P
NLD,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.15172266,P
NLD,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.618923924,P
USA,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.181783198,
USA,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.54271061,
USA,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.67300894,
USA,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.889966473,
USA,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.443046894,
USA,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.175154201,
USA,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-8.484336154,
USA,QGDP,TOT,PC_CHGPP,Q,2020-Q3,7.854483117,
USA,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.963213279,
USA,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.542791999,
USA,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.707015905,
USA,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.656694491,
USA,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.69569402,
USA,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.410338185,
USA,QGDP,TOT,PC_CHGPP,Q,2022-Q2,-0.144633973,
USA,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.801155209,
USA,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.662349699,
SVK,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.520982547,
SVK,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.846787785,
SVK,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.297939777,
SVK,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.23909939,
SVK,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.50053476,
SVK,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-2.773327914,
SVK,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-7.406259636,
SVK,QGDP,TOT,PC_CHGPP,Q,2020-Q3,9.207535508,
SVK,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.438957025,
SVK,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-1.442751033,
SVK,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.913593264,
SVK,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.338659369,
SVK,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.353785599,
SVK,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.272113552,
SVK,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.334408606,
SVK,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.324311213,
SVK,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.270331441,
MEX,QGDP,TOT,PC_CHGPP,Q,2018-Q4,-0.038753609,P
MEX,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.050911247,P
MEX,QGDP,TOT,PC_CHGPP,Q,2019-Q2,-0.420066076,P
MEX,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.20986248,P
MEX,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.458604227,P
MEX,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.991744942,P
MEX,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-17.765385862,P
MEX,QGDP,TOT,PC_CHGPP,Q,2020-Q3,13.083826987,P
MEX,QGDP,TOT,PC_CHGPP,Q,2020-Q4,4.318031468,P
MEX,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.416912719,P
MEX,QGDP,TOT,PC_CHGPP,Q,2021-Q2,0.714373124,P
MEX,QGDP,TOT,PC_CHGPP,Q,2021-Q3,-1.133084729,P
MEX,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.157738351,P
MEX,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.170427688,P
MEX,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.082506436,P
MEX,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.905625045,P
MEX,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.455300092,P
BEL,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.977159917,
BEL,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.257570673,
BEL,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.545479217,
BEL,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.727858351,
BEL,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.603803246,
BEL,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-2.872160024,P
BEL,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-11.39783177,P
BEL,QGDP,TOT,PC_CHGPP,Q,2020-Q3,11.731267216,P
BEL,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-0.527239151,P
BEL,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.364535083,P
BEL,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.727122043,P
BEL,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.32344601,P
BEL,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.57009132,P
BEL,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.567734486,P
